PSA_ID,Domain,English,Ekegusii
AGR_00329,Agriculture,Notice: Pest Control Products Board will distribute certified cassava seed to farmers in Nyandarua County this April.,Ekeombe gia okorwaire ebitong'o (Pest Control Products Board) nigo kigende gokaba ebitong'o bia emiogo ebiarigwe ase abanyamwaka ba Nyandarua County omotienyi ogwo omotienyi 4.
AGR_00330,Agriculture,Pest Control Products Board warns maize farmers in Bungoma County of pest outbreaks and recommends timely intervention.,Ekeombe keria korigiriria ebiemba biokonyora (Pest Control Products Board) nigo korigiririe abanyamwaka abanyamaaka bamaembe ime yekaunti ya Bungoma igoro yobokorwa bwobonyonyi na gokorania ogotaboka amang'ana ase obwango.
AGR_00331,Agriculture,COMESA warns tea farmers in Kisii County of pest outbreaks and recommends timely intervention.,Ekeombe kia COMESA kiorokire abanyamwaka banchayi ase ekaunti ya Kisii igoro yechinyamuchera chiobonge na goseeria okorua amang'ana amaya ase obwango.
AGR_00332,Agriculture,Pest Control Products Board advises farmers in Kakamega County to control fall armyworm early using approved pesticides ahead of the June planting season.,"Ekeombe kioborigereria ebitirigwa biogotanga ebitu (Pest Control Products Board) nigo korigiriria abaremi ba Kakamega County gotanga ebitu biogotebia ebitoki (fall armyworm) kare na kare, bagetumia ebitirigwa biogotanga ebitu biachachirwe, mbere yechincheri chiogotanda ebitoki chia omotienyi 6."
AGR_00333,Agriculture,Ministry of Agriculture and Livestock Development urges tea growers in Nakuru County to practice crop rotation to restore soil fertility to improve yields this season.,Eminisitiri y'Oborimi na Oboreri bw'Ebitungo nigo eragete abanyamwaka b'echayi ase Nakuru County gokora egechera chi'okogenderera gokomera ebitare nigo bagocha gokonya obwame bwe ritaka gokora amanyaka amaya ase omwaka ogwo.
AGR_00334,Agriculture,Pest Control Products Board advises farmers in Makueni County to apply recommended fertiliser rates before the rains ahead of the June planting season.,Ebibori biokomanya chindagera chiokonyora ebisoro nigo bikogotera abaremi ba Makueni County gokoresia chifotira chire ebitari biayorekanirwe mbere yomura gochia ase omotienyi 6 ekero giokobanda.
AGR_00335,Agriculture,Notice: Kenya Dairy Board will distribute certified sorghum seed to farmers in Makueni County this August.,Enyaroka: Kenya Dairy Board nigo egwate ekerage giokogaba embeyo ya masaka eyaerirwe ase abanyamwaka ba Makueni County ase omotienyi 8.
AGR_00336,Agriculture,NCPB warns wheat farmers in Vihiga County of pest outbreaks and recommends timely intervention.,NCPB erorete abarimi b'engano ase Vihiga County igoro y'ebinyamwamu na koba na okoboria okorua ase obokoreri bwa bwango.
AGR_00337,Agriculture,Ministry of Agriculture and Livestock Development warns maize farmers in Samburu County of pest outbreaks and recommends timely intervention.,Ebisareri biOboremi na Obokuria bwa Chiombe nigo biabereire abaremi bwechimba ase Samburu County igoro yechindui chichire chigokora obobe na gosegeta okogenderera gokorwa amang'ana.
AGR_00338,Agriculture,KALRO warns beans farmers in Nyamira County of pest outbreaks and recommends timely intervention.,KALRO eraririe abanyamwaka b'ebihingwa bia chimboco ase Ekaunti ya Nyamira igoro y'ebinyamwamu biokonyona ebihingwa na gosaba ogotabwa kwa amachiko ase obwango.
AGR_00339,Agriculture,Agriculture and Food Authority (AFA) advises farmers in Taita-Taveta County to control fall armyworm early using approved pesticides ahead of the September planting season.,Ekeombe kiobori bwa obooremi na echiobi (AFA) nigo kigocha abaremi ase ekaunti ya Taita-Taveta kobwata oborwaire bwa fall armyworm kare goetera emiti yoborwaire eye yemeretwe mbere yomwaka obooremi bwa omotienyi 9.
AGR_00340,Agriculture,KEPHIS urges coffee growers in Nyeri County to control fall armyworm early using approved pesticides to improve yields this season.,KEPHIS eragete abanyamwaka bwa kofi ase Nyeri County gochia gochika ebisinyo bia fall armyworm kare na kare bagokoresia dawa chiokotanga amarwaire chiatemereirwe nigo barende gokongia ebitoki biabo omwaka oyu.
AGR_00341,Agriculture,NCPB warns sorghum farmers in Uasin Gishu County of pest outbreaks and recommends timely intervention.,Ekeombe keria ekenene giokogura chindagera (NCPB) nkogaburia abaremi bamasoya ase Uasin Gishu County igoro yechinyamuchera chigokora obobe na gokora omotwe bwo ogotaboka chinchera chokobagoria chinchaki.
AGR_00342,Agriculture,NCPB advises farmers in Taita-Taveta County to adopt certified drought-resistant seed varieties ahead of the October planting season.,"NCPB eragire abanyamwaka ase Taita-Taveta County gochia gokoresia chimbegu chire chigokora na obokongu bwa amache ase omwaka 2025, mbere y'omwaka omoyia ogokomera omotienyi 10."
AGR_00343,Agriculture,Agriculture and Food Authority (AFA) warns coffee farmers in Bomet County of pest outbreaks and recommends timely intervention.,Ekeombe kioborimi nechiobi (AFA) nigo korigia abarima bakaawa ase Bomet County igoro yechindui chiebisia na korigia abarima gochia ase ogotaboka amang'ana aya nigo konyare goika.
AGR_00344,Agriculture,NCPB warns rice farmers in Kwale County of pest outbreaks and recommends timely intervention.,NCPB egochengetie abaremi b'omucheere omo Kwale County igoro y'ebinyamwamu ebiria bikwancha na gokora nigo egokana ng'a baremeire gochika obokonyi omo nkaire.
AGR_00345,Agriculture,KALRO advises farmers in Garissa County to apply recommended fertiliser rates before the rains ahead of the May planting season.,"KALRO egokora abaremi ase Garissa County goika bagakoresia obobworo bwechifetira obo bwarengeretwe mbere yomura gocha ase omwaka §YEAR0§, mbere yomwaka omotienyi 5."
AGR_00346,Agriculture,Kenya Plant Health Inspectorate Service advises farmers in Bomet County to apply recommended fertiliser rates before the rains ahead of the June planting season.,Ekeigo kia (Kenya Plant Health Inspectorate Service) nigo kiorokire abaremi ba Bomet County gochia ase ogotumia obobori oboigirwe mbere yomura gochia ase egeita kia omotienyi 6 kia ogotanda.
AGR_00347,Agriculture,FAO warns maize farmers in Meru County of pest outbreaks and recommends timely intervention.,FAO erokorokia abanyamaembe bamaembe ase Meru County igoro yebinyamuche biokwona ebitoke na kogana konyora obonyamukire bwa bwango.
AGR_00348,Agriculture,Notice: KEPHIS will distribute certified maize seed to farmers in Nyandarua County this September.,Enyamanyora: KEPHIS egokaba imbeu chiomwembe chire chigendererete ase abaremi ba Nyandarua County ase omotienyi 9.
AGR_00349,Agriculture,Pest Control Products Board advises farmers in Mandera County to adopt certified drought-resistant seed varieties ahead of the March planting season.,Ekeombe gia Pest Control Products Board nigo korigia abaremi ase Mandera County gochia ase ogotuma chimbegu chiatangirwe chitaragwata amayira mbere yechinsa chia omotienyi 3 chia ogotuma.
AGR_00350,Agriculture,KEPHIS urges rice growers in Mandera County to control fall armyworm early using approved pesticides to improve yields this season.,KEPHIS eragete abaremi b'omucheere ase Mandera County konyora amakonde gose chingeti mbere na mbere ase ogotumia dawa chiatoretwe n'ebitongori erio konyora amachero amaya ase omwaka oyu §MONTH0§ §YEAR0§.
AGR_00351,Agriculture,Notice: Kenya Plant Health Inspectorate Service will distribute certified sorghum seed to farmers in Machakos County this August.,Enyamanyia: Kenya Plant Health Inspectorate Service eragabie embeba yamasaka eyaerigwe abaremi ase Machakos County ase omotienyi 8 §YEAR0§.
AGR_00352,Agriculture,KTDA advises farmers in Machakos County to adopt certified drought-resistant seed varieties ahead of the March planting season.,"KTDA nigo egokora abaremi ase ekaonti ya Machakos gochia ase ogotumia chimbegu chire chigwete oboikaranu bwa gochira amachera amange, mbere yomwaka bwo gokuna bwa omotienyi 3 §YEAR0§."
AGR_00353,Agriculture,Pest Control Products Board advises farmers in Mandera County to control fall armyworm early using approved pesticides ahead of the January planting season.,"Ekeombe kioborigereria ebitirigwa biogotanga ebitu (Pest Control Products Board) nigo korigiriria abaremi ba Mandera County gotanga ebitu biogotebia ebitoki (fall armyworm) kare na kare, bagetumia ebitirigwa biogotanga ebitu biachachirwe, mbere yechincheri chiogotanda ebitoki chia omotienyi 1."
AGR_00354,Agriculture,FAO urges coffee growers in Nakuru County to practice crop rotation to restore soil fertility to improve yields this season.,FAO eragete abanyamwaka bwe kofi ase ekaunti ya Nakuru korumiria ekerage kia chindagera nigo gokonyora obwame bwe chinyansi nigo gokonyora ogocha chindagera chinyinge omwaka oyu.
AGR_00355,Agriculture,COMESA urges rice growers in Kajiado County to practice crop rotation to restore soil fertility to improve yields this season.,Ekeombe kia COMESA kigoaka abaremi b'omche ase Kajiado County koba naboremi bwokogenderera gochora chinchera chio gocharia ebitaka biarete obonyinge bwo gochia goaka ebitunwa biange ase omwaka oyo.
AGR_00356,Agriculture,Notice: FAO will distribute certified wheat seed to farmers in Uasin Gishu County this March.,Omonyo: FAO ere gokaba chimbegu chio ngano chiorokirwe ase abarami ba Uasin Gishu County ase omotienyi oyo omotienyi 3.
AGR_00357,Agriculture,KEPHIS urges beans growers in Kilifi County to control fall armyworm early using approved pesticides to improve yields this season.,Ekeombe keria ekenene kiororeri chiebimeri (KEPHIS) nkorangeria abanyaboremi bobeere ase Kilifi County gotanga ebisasani bia fall armyworm kare goetera gotumia dawa chieretwe na ekeombe eke nigo goikerania oboremi bwao ase §MONTH0§ §YEAR0§.
AGR_00358,Agriculture,Notice: KALRO will distribute certified coffee seed to farmers in Bungoma County this July.,Omonyo: KALRO neegabe chimbegu chiakofi chiatarikiirwe ase abaremi ba Bungoma County ase omotienyi 7.
AGR_00359,Agriculture,Agriculture and Food Authority (AFA) urges sweet potatoes growers in West Pokot County to practice crop rotation to restore soil fertility to improve yields this season.,Ekeombe kio Oboremi na Chindagera (AFA) nigosaba abaremi bechimbwate ase West Pokot County gokora obochachani bwechisemo nigoika obuya bwe chinyansi nigoika amagenderero amaya ase omwaka oyu §MONTH0§ §YEAR0§.
AGR_00360,Agriculture,Ministry of Agriculture and Livestock Development warns sorghum farmers in Embu County of pest outbreaks and recommends timely intervention.,Ebisarate biaboremi na oboreri bweching'ombe nigo bikorokia abaremi babemba ase Embu County igoro yechinyamuchera chiebisoro na gokorania okobwaterana kwayo ase obwango.
AGR_00361,Agriculture,AFA urges cassava growers in Mandera County to practice crop rotation to restore soil fertility to improve yields this season.,Ekeombe kia AFA nigo kigochancha abanyabanto baria barimete emyogo ase Mandera County gokora oborimi bwokochera ebiting'ati erio gokora emetaka yabeene ebe engecho erio gokonyora emiaka emenene ase §MONTH0§ §YEAR0§.
AGR_00362,Agriculture,KEPHIS warns tea farmers in Kwale County of pest outbreaks and recommends timely intervention.,KEPHIS erorete abaremi bwachayi ase Kwale County igoro yebichuni biokwancha na gochiokera okogokonywa ase chingaki.
AGR_00363,Agriculture,Notice: Kenya Plant Health Inspectorate Service will distribute certified tea seed to farmers in Trans Nzoia County this August.,Omonwa: Kenya Plant Health Inspectorate Service eragabie chimbeyo chia chinchai chio obuya ase abanyamwaka bekaunti ya Trans Nzoia ase omotienyi 8.
AGR_00364,Agriculture,Notice: NCPB will distribute certified coffee seed to farmers in Baringo County this March.,Ekeberio: NCPB nigo egokaba chimbeyu chiakofi chiechirengwa ase abanyamwaka ba Baringo County ase omotienyi 3.
AGR_00365,Agriculture,NCPB advises farmers in Marsabit County to adopt certified drought-resistant seed varieties ahead of the November planting season.,"NCPB eragire abanyamwaka ase Marsabit County gochia gokoresia chimbegu chire chigokora na obokongu bwa amache ase omwaka 2025, mbere y'omwaka omoyia ogokomera omotienyi 11."
AGR_00366,Agriculture,Notice: Kenya Dairy Board will distribute certified tea seed to farmers in Tana River County this June.,Omonwa: Ekeombe gia Kenya Dairy Board nigo kiragabie chimbegu chia chai chiri na obwate ase abaremi ba Tana River County omwaka o omotienyi 6.
AGR_00367,Agriculture,COMESA urges rice growers in Elgeyo-Marakwet County to control fall armyworm early using approved pesticides to improve yields this season.,COMESA esabire abaremi bomerere ase Elgeyo-Marakwet County korora oboremi bwa chinyoni chia fall armyworm mapema gosekeria emiti yoborwari eyetigirwe erio kwongera ebiara ase §MONTH0§ §YEAR0§.
AGR_00368,Agriculture,Notice: FAO will distribute certified maize seed to farmers in Bomet County this August.,Omonyo: FAO eragabania chimbeyo chiemba chie chibage chiekeranigwe ase abaremi ba Bomet County ase omotienyi 8 eye.
AGR_00369,Agriculture,KALRO urges millet growers in Turkana County to control fall armyworm early using approved pesticides to improve yields this season.,KALRO eragete abanyamwaka b'obori ase Turkana County gochia ase ogotanga ebianda bia fall armyworm na amagoba goetera ebianda biokwomoka ebiarerwe n'abanyabwate nario barakongie ebiara biabo ase omwaka §YEAR0§.
AGR_00370,Agriculture,Ministry of Agriculture and Livestock Development warns wheat farmers in Garissa County of pest outbreaks and recommends timely intervention.,Ebisarari bia Oboremi na Oboreri bwe Ebitungo nigo bigoteba abaremi beringano aria Garissa County igoro yoborwari bwe ebisaria endagera na goba na obwate bwo gokora chinchera chio ogotanga ebisaria ebi ase chingaki.
AGR_00371,Agriculture,Notice: Ministry of Agriculture and Livestock Development will distribute certified millet seed to farmers in Kwale County this September.,Eriango: Ewizara yoboremi na oboreri bwamatugo nigo egokaba imbeo chiomwere chiekerwa ase abaremi ba Kwale County ase omotienyi 9.
AGR_00372,Agriculture,Notice: Ministry of Agriculture and Livestock Development will distribute certified sweet potatoes seed to farmers in Nandi County this July.,Omonyo: Ministeri y'Oboremi na Oboreri bwe Chinyamu nigo egokaba embeo chiemarambwoni chiachirengirwe ase abaremi ba Nandi County omwaka bwa omotienyi 7.
AGR_00373,Agriculture,Kenya Dairy Board urges cassava growers in Busia County to control fall armyworm early using approved pesticides to improve yields this season.,Ekeombe gia amabeere (Kenya Dairy Board) kigocha abanyamwaka abagwate emyogo ase Busia County gochia konyora chinchera chiogoteba ebinyonyi bia fall armyworm kare na kare gosekerera chidawa chiri ebitumie gochia konyora amabeere amange omwaka o §YEAR0§.
