word,ipa,swahili_gloss,swahili_pos,english_gloss,english_pos,line_no
ekebetererio,eke ꞵ ete ɾ e ɾ io,betererio / eke ꞵ ete ɾ e ɾ io/ . ert. mshurutisho,nmn,coercion,n,1752
ekebetete,eke ꞵ etete,betete / eke ꞵ etete/ . ert. shuri,nmn,a person with large buttocks,n,1753
ekebeya,eke ꞵ e:ja,beya / eke ꞵ e:ja/ . ert. kibatari,nmn,small oil lamp,n,1754
ekebibo,eke ꞵiꞵ o,bibo / eke ꞵiꞵ o/ . ekr. kigumu,nmn,hard,n,1755
ekebiriti,eke ꞵ i ɾ iti,biriti / eke ꞵ i ɾ iti/ . ert. kiberiti,nmn,match,n,1756
ekebisi,eke ꞵi si,bisi / eke ꞵi si/ . ert. zamu,nmn,duty,n,1757
ekeboocha,ɛ k ɛ ꞵ ɔ : ʧ a,boocha / ɛ k ɛ ꞵ ɔ : ʧ a/ . ert. kibofu,nmn,urinary bladder (in men),n,1758
riboocha,,,,,,1758
ekebochi,ɛ k ɛ ꞵ ɔʧ i,bochi / ɛ k ɛ ꞵ ɔʧ i/ . ert . mabotea,nmn,vegetables that grow without being planted,n,1759
ekebogambi,eke ɣ ambi,bogambi / eke ɣ ambi/ . ekr. kikiongozi,kv,acting like a leader,adj,1760
ekebondo,ɛ k ɛ ꞵ ɔ nd ɔ,bondo / ɛ k ɛ ꞵ ɔ nd ɔ /. ert. lengelenge,nmn,blister,n,1761
ekebono,ɛ k ɛ ꞵ ɔ n ɔ,bono / ɛ k ɛ ꞵ ɔ n ɔ / . ert. kiuno,nmn,waist,n,1762
ekeborongose,eke ꞵ o ɾ oŋose,borongose / eke ꞵ o ɾ oŋose/ . ert. viringe,nmn,being rounded.curved,n,1764
ekeburo,eke ꞵ u: ɾ o,buro / eke ꞵ u: ɾ o/. ert. kaa la kinywa,nmn,palate,n,1766
ekebusi,eke ꞵ usi,busi / eke ꞵ usi/ . ert. paka,nmn,cat,n,1767
ekebaga,,,,,,1767
eng’iti,,,,,,1767
ekebuta,eke ꞵ uta,,,,,1769
ekebutore,eke ꞵ uto ɾ e,,,,,1770
akabutore,ak aꞵ utore,kakipande,nmn,a small piece,n,1771
ekebuatania,eke ꞵ watania,,,,,1772
"igo,",,,,,,1772
ekebuatero,eke ꞵ wate ɾ o,,,,,1773
ekebwe,eke ꞵ we,bwe / eke ꞵ we/ . ert. mbweha,nmn,"fox, jackal",n,1774
ekebwore,eke ꞵ wo ɾ e,,,,,1775
ekeegwa,ɛ k ɛɣ wa,,,,,1776
ekeemba,ɛ k ɛ :mba,,,,,1777
ekeene,ɛ k ɛ :n ɛ,,,,,1778
ekeene,eke:ne,,,,,1779
‘Eye,,,,,,1779
ekeera,eke: ɾ a,,,,,1780
ekeera,eke: ɾ a,"era / eke: ɾ a/ . 1. ert. korota, forota, shida katika kupumua",nmn,"wheezing,breathing problem",n,1781
ekeerera,eke: ɾ e ɾ a,,,,,1782
ekeero,ɛ k ɛ : ɾɔ,,,,,1783
ekeerwa,ɛ k ɛ : ɾ wa,erwa / ɛ k ɛ : ɾ wa/ . 1. ert. chombo cha chakula,nmn,utensil,n,1784
ekegabanyama,eke ꞵ a ɣ a ɲ ama,gabanyama / eke ꞵ a ɣ a ɲ ama/ . ert. vunjajungu,nmn,praying mantis,n,1785
ekega ki’omogongo,eke ɣ aki ɔ m ɔɣɔ ŋ ɔ,,,,,1786
ekegacherero,eke ɣ a ʧ e ɾ e ɾ o,,,,,1787
ekegachero,eke ɣ a ʧ e ɾ o,,,,,1788
ekegambero,eke ɣ ambe ɾ o,,,,,1789
ekegambi,eke ɣ ambi,,,,,1790
ekegege,ɛ k ɛɣɛɣɛ,,,,,1791
kidurusi,,,,,,1791
ekegengero,ɛ k ɛɣɛ ŋ ɛɾɔ,,,,,1792
ekegeni,ɛ k ɛɣɛ ni,,,,,1793
kigeni,,,,,,1793
ekegerero,ɛ k ɛɣɛɾɛɾɔ,,,,,1794
ekegige nyakeburo,eki: ɣ o ɲ ake ꞵ u ɾ o,,,,,1795
ekeginga,eke ɣ iŋa,,,,,1796
ekegima,eke ɣ ima,,,,,1797
ekegionkorio,eke ɣ i ɔ n ɔɾ i ɔ,,,,,1798
ekegobio,ɛ k ɛ ꞵ ɔɣ i ɔ,,,,,1799
ekegoborero,ɛ k ɛɣɔ ꞵ ɔɾɛɾɔ,,,,,1800
ekegochobe,eke ɣ o ʧ o ꞵ e,,,,,1801
amamira,,,,,,1801
ekegogwa,eke ɣ o ɣ wa,gogwa / eke ɣ o ɣ wa/ . ert. chepeo,nmn,cap,n,1802
ekegokoro,ɛ k ɛɣɔ k ɔɾɔ,,,,,1803
ekegonko,ɛ k ɛɣɔ nk ɔ,gonko / ɛ k ɛɣɔ nk ɔ / . ert. kifaduro,nmn,whooping cough,n,1804
ekegonkoru,ɛ k ɛɣɔ nk ɔɾ u,,,,,1805
ekegora,eke ɣ o ɾ a,,,,,1806
ekegoro,eke ɣ o ɾ o,,,,,1807
ekegotu,ɛ k ɛɣɔ tu,,,,,1808
ekegubo,eke ɣ u ꞵ o,,,,,1809
ekeguku,eke ɣ uku,,,,,1810
ekegunchururu,eke ɣ un ʧ u ɾ u ɾ u,,,,,1811
ekegunchururu,eke ɣ un ʧ u ɾ u ɾ u,,,,,1812
ekegundo,eke ɣ undo,,,,,1813
Ekegusii,eke ɣ usi:,,,,,1814
ekeguy e,eke ɣ uje,,,,,1815
ekegwankwa,eke ɣ wankwa,gwankwa / eke ɣ wankwa/ . ert. kipepeo,nmn,butterfly,n,1816
ekegwekaine,eke ɣ wekaine,,,,,1817
ekegwekaine,eke ɣ wekaine,,,,,1818
ekegwesi,eke ɣ wesi,,,,,1819
ekegwori,eke ɣ wo ɾ i,,,,,1820
alama,,za mshangao,nmn,exclamation marks,n,1820
ekeie,ɛ k ɛ ie,,,,,1821
ekeigorero,ekei ɣ o ɾ e ɾ o,,,,,1822
ekeinyo,ekei ɲ o,,,,,1823
ekeinyo,ekei ɲ o,,,,,1824
ekeinyo,ekei ɲ o,,,,,1825
ekeinyosi,ekei ɲɔ si,inyosi / ekei ɲɔ si /. ert. anayenyambanyamba,nmn,he who farts oftenly,n,1826
ekeinyorio,ekei ɲ o ɾ io,"inyorio / ekei ɲ o ɾ io/ . ert. kumbukizi, kumbukumbu",nmn,remembrance,n,1827
ekeiririato,eke ɾ i ɾ iat ɔ,iririato / eke ɾ i ɾ iat ɔ / . ert. kigelegele,nmn,ululation,n,1828
ekeiyererio,ekeije ɾ e ɾ io,,,,,1829
ekemagani,ekema ɣ ani,magani / ekema ɣ ani/ . ert. kisawe,nmn,s ynonym,n,1830
ekemama,ekemama,mama / ekemama/ . ert. muujiza,nmn,miracle,n,1831
ekemanyererio,ekema ɲɾ e ɾ io,,,,,1832
chapa,,,,,,1832
ekemao,ekema ɔ,,,,,1833
ekembobe,ekembo ꞵ e,,,,,1834
ekembobe,ekembo ꞵ e,mbobe / ekembo ꞵ e/ . ert. 1. uchochole wa muda,nmn,"hunger nmn. oboremerwa bw’endagera ase engaki enke, ko bore obotindi na obokong’u. 2. eriogi rinene ri’okogoserereia. 3. dhoruba. nmn. sudden calamity",n,1835
ekembuse,ekembuse,mbuse / ekembuse/ . ert. kimbunga,nmn,nmn. tornado,n,1836
ekemerenkania,ɛ k ɛ m ɛɾɛ nkania,merenkania / ɛ k ɛ m ɛɾɛ nkania /. ekr. kidomodomo,kv,chatterbox,n,1837
omonto,,,,,,1837
ekemero,ekeme ɾ o,mero / ekeme ɾ o/. ert. kidakatonge,nmn,epiglottis,n,1838
ekemeri,ɛ k ɛɾ i,,,,,1839
ekemeru,ekemeru,meru / ekemeru/ . ert. mwanaharamu,nmn,bastard,n,1840
ekemigi,ekemi ɣ i,migi / ekemi ɣ i/ . ert. kibete,nmn,dwarf,n,1841
ekemincha,ekemin ʧ a,mincha / ekemin ʧ a/ . ert. mkia,nmn,tail,n,1842
ekeminchani,ekemin ʧ ani,minchani / ekemin ʧ ani/ . ert. kinyume,nmn,antonyms,n,1843
ekeminyo,ekemi ɲ o,minyo / ekemi ɲ o/ . ert. kipande kidogo,nmn,piece,n,1844
ekemisu,ekemisu,misu / ekemisu/ . ert. zimwe,nmn,extinguished torch,n,1845
ekemo,ɛ k ɛ m ɔ,mo / ɛ k ɛ m ɔ / . ekr. kimoja,kv,one,adj,1846
bitari,,,,,,1846
ekemocho,ɛ k ɛ m ɔʧɔ,mocho / ɛ k ɛ m ɔʧɔ /. ert. dosari,nmn,"blemish, defect",n,1847
ekemoko,ekemoko,,,,,1848
ekemoko,ekemoko,,,,,1849
ekemoni,ekemoni,moni / ekemoni /. ert. paka,nmn,cat,n,1850
ekemonsere,ɛ k ɛ m ɔ ns ɛɾɛ,monsere / ɛ k ɛ m ɔ ns ɛɾɛ / . ert. ajuza,nmn,oldwoman,n,1851
ekemonyo,ɛ k ɛ m ɔɲɔ,monyo / ɛ k ɛ m ɔɲɔ /. ert. kivyonza mboga,nmn,amphid,n,1852
ekemore,ekemo ɾ e,more / ekemo ɾ e/ . ert. mwenge,nmn,glowing wisp of straw,n,1853
ekemoroki,ɛ k ɛ m ɔɾɔ ki,,,,,1854
ekemoya,ɛ k ɛ m ɔ,,,,,1855
ekemwa,ekemwa,,,,,1856
ekenagwa,ekena ɣ wa,,,,,1857
ekenama,ekenama,nama / ekenama/. ert. paja,nmn,thigh,n,1858
ekenanta,ekenanta,,,,,1859
ekenene,ɛ k ɛ n ɛ n ɛ,,,,,1860
ekenene,eke:nene,,,,,1861
ekenera,ɛ k ɛ n ɛɾ a,nera / ɛ k ɛ n ɛɾ a/ . ert. kupe,nmn,ticks,n,1862
ekeng’ara,ekeŋga ɾ a,ng’ara / ekeŋga ɾ a/ . ert. komba,nmn,small racoon-like animal,n,1863
ekeng’ara-ekenetu,ekeŋga ɾ a ɛ k ɛ n ɛ tu,,,,,1864
ekeng’arario,ekeŋga ɾ a ɾ io,ng’arario / ekeŋga ɾ a ɾ io/ . ert. Chamsha kinywa,nmn,breakfast,n,1865
ekeng’ereng’ere,ɛ k ɛ ŋg ɛɾɛɾɛ,,,,,1866
ekeng’ese,ekeŋgese,,,,,1867
ekenguserero,ekeŋgese ɾ e ɾ o,,,,,1868
ekengw’erere,ekeŋgwe ɾ e ɾ e,,,,,1869
ekenia,ekenia,,,,,1870
ekenogo,eken ɔɣɔ,nogo / eken ɔɣɔ /. ert. lugha,nmn,language,n,1871
ekenogo,eken ɔɣɔ,,,,,1872
ufidhuli,,,,,,1872
ekenoko,ɛ k ɛ n ɔ k ɔ,,,,,1873
ekenoru,ekeno ɾ u,,,,,1874
ekenuchi,ekenu ʧ i,,,,,1875
ekenunchi,ekenun ʧ i,,,,,1876
ekenungu,ekenuŋu,,,,,1877
ekenunguchu,ekenuŋu ʧ u,,,,,1878
ekenyabosaga,eke ɲ a ꞵ osa ɣ a,,,,,1879
ekenyagoree,eke ɲ a ɣɔɾɛ :,,,,,1880
ekenyambi,eke ɲ am ꞵ i,,,,,1881
ekenyamaino,eke ɲ amain ɔ,,,,,1882
ekenyamaiso,eke ɲ amais ɔ,,,,,1883
ekenyamato,eke ɲ amato,,,,,1884
ekenyamunyonge,eke ɲ amu ɲɔ ŋ ɛ,,,,,1885
ekenyamuanda,eke ɲ amwanda,,,,,1886
ekenyankoba,eke ɲ anko ꞵ a,,,,,1887
ekenyansa,eke ɲ ansa,nyansa / eke ɲ ansa/ . ert. kaptula,nmn,short trousers,n,1888
ekenyantagara,eke ɲ anta ɣ a ɾ a,,,,,1889
ekenyantarige,eke ɲ anta ɾ i ɣ e,,,,,1890
ekenyara,eke ɲ a ɾ a,,,,,1891
ekenyaroso,eke ɲ a ɾ oso,,,,,1892
kangambiti,,,,,,1892
ladybird,,,,,,1892
ekenyarote,eke ɲ a ɾ ote,,,,,1893
ekenyatago,eke ɲ ata ɣɔ,,,,,1894
ekenyatago,eke ɲ ata ɣɔ,,,,,1895
ekenyeke,ɛ k ɛɲɛ k ɛ,nyeke / ɛ k ɛɲɛ k ɛ / . ert. /chokea,nmn,stye,n,1896
ekenyika,eke ɲ ika,,,,,1897
ekenyika,eke ɲ ika,,,,,1898
ekenyinyoosi,eke ɲ i ɲ o:si,,,,,1899
ekenyobu,ɛ k ɛɲɔ ꞵ u,nyobu / ɛ k ɛɲɔ ꞵ u/. ert. kitovu,nmn,navel,n,1900
ekenyonge,ɛ k ɛɲɔ ŋ ɛ,,,,,1901
ekenyonyobu,ɛ k ɛɲɔɲɔ ꞵ u,nyonyobu / ɛ k ɛɲɔɲɔ ꞵ u/ . ert. kidevu,nmn,chin,n,1902
ekenyinyiro,,,,,,1902
ekenyoru,ɛ k ɛɲɔɾ u,,,,,1903
ekenyugua,eke ɲ u ɣ wa,,,,,1904
ekenyumanyuma,eke ɲ uma ɲ uma,,,,,1905
ekeobio,ekeo ꞵ io,,,,,1906
ekeobiria,ekeo ꞵi ɾ ia,obiria /ekeo ꞵi ɾ ia/. ert. kifaru,nmn,Rhinocerus,n,1907
ekeoge,ekeo ɣ e,,,,,1908
ekeombe,ekeombe,,,,,1909
ekeonga,ekeoŋa,,,,,1910
ekeongi,ekeoŋi,,,,,1911
ekeor e,ekeo ɾ e,or e / ekeo ɾ e/. ert. fuvu,nmn,"skull, cranium",n,1912
ekeore,ekeo ɾ e,,,,,1913
ekeoreri,ekeo ɾ e ɾ i,,,,,1914
ekeoru,ekeo ɾ u,,,,,1915
ekerachwoki,eke ɾ a ʧ woki,,,,,1916
ekerage,eke ɾ a ɣɛ,,,,,1917
ekemama,,,,,,1917
ekeragererio,eke ɾ a ɣ e ɾ e ɾ io,,,,,1918
ekeranguati,eke ɾ an ɣ wati,,,,,1919
eriobotrya,,,,,,1919
ekeraka,eke ɾ aka,raka / eke ɾ aka/ . ert. kiraka,nmn,patch,n,1920
ekerakura,eke ɾ aku ɾ a,,,,,1921
ekerama,eke ɾ ama,,,,,1922
ekerambautia,eke ɾ ambauti,rambautia / eke ɾ ambauti/ . ert. kimbunga,nmn,"whirlwind, cyclone",n,1923
ekeramokia,eke ɾ amokia,,,,,1924
ekerang’iti,eke ɾ aŋgiti,,,,,1925
ekeraori,eke ɾ ao ɾ i,,,,,1926
ekerarerero,eke ɾ a ɾ e ɾ e ɾ o,,,,,1927
ekerarero,eke ɾ a ɾ e ɾ o,,,,,1928
ekerato,eke ɾ ato,rato / eke ɾ ato/ . ert. 1. hedhi,nmn,menstruation,n,1929
ekerebi,ɛ k ɛɾɛ : ꞵ i,,,,,1930
ekerecha,eke ɾ e: ʧ a,recha / eke ɾ e: ʧ a/ . ert. 1. jina la kizazi,nmn,lineage name,n,1931
ekerege,ɛ k ɛɾɛɣɛ,,,,,1932
ekerema,eke ɾ ema,rema / eke ɾ ema/ ert. kiwete,nmn,cripple,n,1933
ekerenga.,ɛ k ɛɾɛ :ŋa,,,,,1934
nia,,,,,,1934
objective,,,,,,1934
ekerengererio,ɛ k ɛɾɛ ŋ ɛɾɛɾ i ɔ,,,,,1935
ekerengo,ɛ k ɛɾɛ ŋ ɔ,,,,,1937
ekerengo,ɛ k ɛɾɛ ŋ ɔ,,,,,1938
ekerentane,ɛ k ɛɾɛ ntan ɛ,,,,,1939
ekeriero,eke ɾ ie ɾ o,,,,,1940
ekerigisa,ɛ k ɛɾ i ɣ isa,,,,,1941
ekerimbota,ekerimb ɔ ta,,,,,1942
ekerimbota,ekerimb ɔ ta,rimbota / ekerimb ɔ ta/ . 1. ert. erieta riokorama omonto ore namaiso ko tari korora 2. upofu,nmn,erysipelas,n,1943
ekerindo,ekeri:ndo,,,,,1944
ekeringani,ekeriŋani,ringani / ekeriŋani/ . ert. biringanya,nmn,egg plant,n,1945
ekeriri,ekeri ɾ i,,,,,1946
ekeririanda,ekeri ɾ ianda,,,,,1947
ekerito,ekerit ɔ,,,,,1948
ekerengero,ɛ k ɛɾɛ ŋ ɔ,,,,,1949
ekero,ɛ k ɛɾʹɔ,,,,,1950
ekero,ʹɛ k ɛɾɔ,,,,,1951
ekerochi,ʹɛ k ɛɾɔʧ i,,,,,1952
ekerogo,ʹɛ k ɛɾɔɣɔ,rogo / ʹɛ k ɛɾɔɣɔ / . ert. kiti,nmn,chair,n,1953
ekerombeta,ʹɛ k ɛɾɔ mb ɛ ta,rombeta / ʹɛ k ɛɾɔ mb ɛ ta/. ert. kiroboto,nmn,flea,n,1955
ekerombeta,ɛ k ɛɾɔ mb ɛ ta,"rombeta / ɛ k ɛɾɔ mb ɛ ta/. ert. tarunpeta, baragumu",nmn,trumpet,n,1956
ekeromekero,eke ɾ omeke ɾ o,,,,,1957
ekeromo,ɛ k ɛɾɔ m ɔ,,,,,1958
dirt,,,,,,1958
ekeronga ki’eng’iti,ɛ k ɛɾɔ ŋakeŋgiti,,,,,1959
ekeronge,eke ɾ o:ŋo,ronge / eke ɾ o:ŋo/ . ekr. nyovu,kv,Straight,adj,1960
ekerongo,eke ɾ o:ŋo,,,,,1961
ekerorano,ɛ k ɛɾɔɾ an ɔ,,,,,1962
ekerore,ɛ k ɛɾɔɾɛ,rore / ɛ k ɛɾɔɾɛ / . ert. kioo,nmn,glass,n,1963
ekeroro,eke ɾ o ɾ o,,,,,1964
ekerore ki’amaiso,ɛ k ɛɾɔɾɛ kiamais ɔ,rore ki’amaiso / ɛ k ɛɾɔɾɛ kiamais ɔ / . ert . Miwani,nmn,Spectacles,n,1965
e kerore ki’enyomba,ɛ k ɛɾɔɾɛ kie ɲ omba,,,,,1966
ekerumbasi,eke ɾ umbasi,rumbasi / eke ɾ umbasi/ . ert. Kimombo,nmn,English,n,1967
ekerundo,eke ɾ undo,,,,,1968
ekerwanero,eke ɾ wane ɾ o,rwanero / eke ɾ wane ɾ o/ . ert. silaha,nmn,weapon,n,1969
ekeucheeche,ekeu ʧ e ʧ e,,,,,1970
ekeuge,ekeu ɣ e,uge / ekeu ɣ e/ ert . nge,nmn,scorpion,n,1971
ekeunduganu,ekeundu ɣ anu,,,,,1972
ekeunduguru,ekeundu ɣ u ɾ u,,,,,1973
ekeungurieta,ekeuŋu ɾ ieta,,,,,1974
ekeuno,ekeuno,,,,,1975
ekeunia,ekeunia,,,,,1976
ekeuroku,ekeu ɾ oku,,,,,1977
ekeyego,ɛ k ɛ j ɛɣɔ,,,,,1978
ekeyia,ekejia,yia / ekejia/. ekr. ebiyia. obn. kipya,kv,new,adj,1979
ekeyongo,ɛ k ɛ j ɛ ŋ ɔ,,,,,1980
ekeyundi,ekejundi,,,,,1981
ekiabo,ekia ꞵɔ,,,,,1982
ekiabuso,ekia ꞵu so,,,,,1983
ekiagaso,ekia ɣ aso,,,,,1984
ebiagaso,,,,,,1984
irritation,,,,,,1984
ekiage,ekia ɣ e,,,,,1985
ekiambokero,ekiamboke ɾ o,,,,,1986
ekiana,ekiana,,,,,1987
ekiane,ekian ɛ,,,,,1988
ekianekerero,ekianeke ɾ e ɾ o,,,,,1989
ekiao,ekia ɔ,,,,,1990
ekiara,ekia ɾ a,kidole,nmn,finger,n,1991
ebiara,,,,,,1991
ekiaramba,ekia ɾ amba,nyigu,nmn,wasp,n,1992
ebiaramba,,,,,,1992
manyigu,,,,,,1992
eki are,ekia ɾ e,,,,,1993
ekiebeneni,ekie ꞵ eneni,,,,,1994
eki’ebisio,ekie ꞵ isio,,,,,1995
ekiebisio,ekie ꞵ isio,,,,,1996
ekiebundi,ekie ꞵ undi,,,,,1997
ekeera,,,,,,1997
ekiegeso,ekie ɣ eso,"kwikwi, kikwefukwefu",nmn,hiccups (hicough),n,1998
ekiemurunganio,ekiemu ɾ uŋanio,,,,,1999
ekieng’ereri,ɛ ki ɛ ŋg ɛɾɛɾ i,,,,,2000
ekieonchi,ekieon ʧ i,,,,,2001
ekieri,ekie ɾ i,,,,,2003
ekige .,eki: ɣ e,,,,,2004
ekigo,eki ɣ e,,,,,2005
ekiiriri,eki: ɾ i ɾ i,,,,,2006
ekiiritanio,eki: ɾ itanio,,,,,2007
ekio,ekio,,,,,2008
ekenyene,,,,,,2008
ekioboero,eki ɔ ꞵ ɔɛɾ i ɔ,,,,,2009
ekioge,ekio ɣ e,,,,,2010
ekiogoto,ekio ɣ oto,,,,,2011
ekioma,ekioma,,,,,2012
ekiomia’nse,ekiomianse,sakitu,nmn,hoar frost,n,2013
ekiondo,eki ɔ nd ɔ,chondo,nmn,small basket,n,2014
ekiongoreka,ekioŋo ɾ eka,kiungulia,nmn,hiccup,n,2015
ekiongotira,eki ɔ ŋoti ɾ o,/kisogo,nmn,nape of the neck,n,2016
ekiore,ekio ɾ e,fuvu,nmn,skull,n,2017
ekiore,ekio ɾ e,,,,,2018
ekiorekanda,ekio ɾ ekanda,,,,,2019
ekioro,ekio ɾ o,,,,,2020
ekiorokereria,eki ɔɾɔ k ɛɾɛɾ ia,,,,,2021
ekiorokio,ekio ɾ okio,,,,,2022
ekiro,eki ɾ o,kilo,nmn,kilogram,n,2023
ekiromita,eki ɾ omita,kilomita,nmn,kilometer,n,2024
ekiya,ekija,kizuri,kv,good,adj,2025
ekobia,ɛ k ɔ ꞵ i a,kofia,nmn,hat,n,2026
ekoe,ɛ k ɔɛ,ikupe,kt,it gives,v,2027
ekomberie,ɛ k ɔ mb ɛɾ ie,,,,,2028
ekorere,,,,,,2028
ekong’a,ekoŋga,,,,,2029
ekonosi,ek ɔ n ɔ si,1. mapindi,nmn,meander,n,2030
ekonu,ekonu,,,,,2031
ekore,ɛ k ɔɾɛ,,,,,2032
ekorere,ɛ k ɔɾɛɾɛ,,,,,2033
ekorere,eko ɾ e ɾ e,,,,,2034
ekomberie,,,,,,2034
ekorere,eko ɾ e ɾ e,,,,,2035
ekorere,eko ɾ e ɾ e,,,,,2036
ekori,eko ɾ i,,,,,2037
path,,,,,,2037
ekorokombo,eko ɾ ombe,,,,,2038
ekumbe,eku:mbe,,,,,2039
ekungo,ekuŋo,,,,,2040
ekurutu,eko ɾ utu,,,,,2041
ekwambe,ekwambe,ngamia,nmn,camel,n,2042
ekwaya,ekwaja,kwaya,nmn,choir,n,2043
emachacho,ema ʧ a ʧɔ,,,,,2044
embaki,embaki,,,,,2045
embarakera,emba ɾ ake ɾ a,,,,,2046
embaratero,emba ɾ ate ɾ o,wayo,nmn,sole,n,2047
embaririburure,emba ɾ i ɾ i ꞵ u ɾ u ɾɛ,,,,,2048
e mbaroki,emba ɾ oki,,,,,2049
embata,embata,1. bata,nmn,duck,n,2050
embe,embe,,,,,2051
embeba,ɛ mb ɛꞵ a,panya,nmn,rat,n,2052
nyagesembe,,panya,nmn,crested rat,n,2052
embene,ɛ mb ɛ n ɛ,,,,,2053
embera,embe ɾ a,kaburi,nmn,grave,n,2054
embere,ɛ mb ɛɾɛ,kuma,nmn,vagina,n,2055
embese,embese,,,,,2056
embia,embia,,,,,2057
embiribiri,embi ɾ i ꞵ i ɾ i,mavi ya mbuzi au kondoo,nmn,dropping of a goat or sheep,n,2058
embisi,embi:si,mbaazi,nmn,pea,n,2059
embisi,ʹ embi:si,,,,,2060
embibo,embi ꞵ o,ngumu,kv,strong,adj,2061
emboba,embo ꞵ a,,,,,2062
emboga,ɛ mb ɔɣ a,,,,,2063
emboga ototo,ɛ mb ɔɣ aototo,,,,,2064
embongi,emboŋi,kidungadunga,nmn,weevil,n,2065
embori,embo ɾ i,mbuzi,nmn,goat,n,2066
emboro,ɛ mb ɔɾɔ,mboo,nmn,penis,n,2067
obosacha,,,,,,2067
emboro,embo ɾ o,,,,,2068
kiwe,,,,,,2068
embororwa,embo ɾ o ɾ wa,,,,,2069
purpurea,,,,,,2069
embuche,embu ʧ e,mvi,nmn,grey hair,n,2070
embugabobe,embu ɣ a ꞵ o ꞵ e,,,,,2071
embura,embu ɾ a,mvua,nmn,rain,n,2072
omoubera,,mpepea,nmn,rain with strong wind,n,2072
omwobo,,ekr. mvua ya vuli,nmn,lesser rains,n,2072
embusu,embusu,kikono,nmn,withered hand,n,2073
embute,embute,mdomo wa kibuyu uliopanuka,nmn,swollen neck of gourd,n,2074
embwatereria,embwate ɾ e ɾ ia,,,,,2075
kisingizio,,,,,,2075
scapegoat,,,,,,2075
emebimberang’umbu,eme ꞵ imbe ɾ aŋgumbu,,,,,2076
emechando,eme ʧ ando,,,,,2077
boreba,,,,,,2077
emechini,eme ʧ ini,,,,,2078
emechinierigana,eme ʧ inie ɾ i ɣ ana,,,,,2079
emeenga,ɛ m ɛ :ŋa,,,,,2080
emeki,emeki,,,,,2081
ememera,ɛ m ɛ m ɛɾ a,,,,,2082
emeng’ororia,ɛ m ɛ ŋg ɔɾɔɾ ia,,,,,2083
emeng’uso,emeŋguso,,,,,2084
emenige,emeni ɣ e,,,,,2085
emeningoyo,emeniŋ ɔ j ɔ,,,,,2086
disgusting,,,,,,2086
emenuga,emenu ɣ a,,,,,2087
emenungu,emenuŋu,,,,,2088
emenyago,eme ɲ a ɣ o,,,,,2089
emenyari,eme ɲ a ɾ i,,,,,2090
emerera,ɛ m ɛɾɛɾ a,,,,,2091
emerindo,emeindo,,,,,2092
emesache,emesa ʧ e,,,,,2093
emesache,emesa ʧ e,,,,,2094
emesaro,emesa ɾ o,,,,,2095
emeseke,ɛ m ɛ s ɛ k ɛ,,,,,2096
emetago,emeta ɣɔ,,,,,2097
emete,emete,,,,,2098
emeyio,emejio,,,,,2099
birende,,,,,,2099
emiaka rigana,emiaka ɾ i ɣ ana,,,,,2100
emioro,emio ɾ o,,,,,2101
emioro,emi ɔɾɔ,,,,,2102
emioyo,emi ɔ j ɔ,koromeo,nmn,Gullet,n,2103
emirimita,emi ɾ imita,milimita,nmn,millimetre,n,2104
emita,emita,mita,nmn,metre,n,2105
echimirimita,,,,,,2105
emondo,emondo,,,,,2106
emondo,em ɔ nd ɔ,,,,,2107
emonyo,em ɔɲɔ,chungu,nmn,soldier ant,n,2108
emoreka,emo ɾ eka,gari,nmn,vehicle,n,2109
emontasuru,emontasu ɾ u,mwewe,nmn,pigeon hawk,n,2110
emoti,emo:ti,mwanzi,nmn,bamboo,n,2111
emuma,emu:ma,,,,,2112
emurwa,emu ɾ wa,,,,,2113
emututerie,emutute ɾ ie,,,,,2114
enamerero,ename ɾ e ɾ o,,,,,2115
enchage,en ʧ a ɣ e,pundamilia,nmn,zebra,n,2116
enchangararia,en ʧ aŋa ɾ a ɾ ia,,,,,2117
enchangera,en ʧ aŋ ɛɾ a,,,,,2118
enchani,en ʧ ani,sentensi,nmn,sentence,n,2119
enchara,en ʧ a ɾ a,njaa,nmn,hunger,n,2120
enche,en ʧ e,,,,,2121
enchengeria,en ʧ eŋe: ɾ ia,,,,,2122
enchera,en ʧ e ɾ a,,,,,2123
way,,,,,,2123
enching’inda,en ʧ iŋginda,,,,,2124
enchogochi,en ʧ o ɣ o ʧ i,,,,,2125
enchogu,ɛ n ʧɔɣ u,ndovu,nmn,elephant,n,2126
enchoke,en ʧ oke,nyuki,nmn,bee,n,2127
enchonga,en ʧ oŋa,ekr mwanamke mfitini aliyegonganisha wanaume katika mapenzi,nmn,kv immoral woman intent on making men feud over her,n,2128
enchoronge,ɛ n ʧɔɾɔ ŋ ɛ,,,,,2129
enchorongi,ɛ n ʧɔɾɔ ŋi,,,,,2130
enchugu,en ʧ u ɣ u,,,,,2131
groundnut,,,,,,2131
enda,ʹ end ˋ a,1. tumbo,nmn,"stomach,belly",n,2132
okogoro,,funza,nmn,jiggar,n,2132
omobere,,,,,,2132
omotue,,chawa,kt,head louse,n,2132
endagera,end ʹ a ɣ e ɾ a,chakula,nmn,food,n,2133
endamuamu,endamwamu,,,,,2134
kijicho,,,,,,2134
endania,endania,,,,,2135
endanke,endank ɛ,,,,,2136
endarera,enda ɾ e ɾ a,,,,,2137
ende,ende,,,,,2138
