PSA_Id,Domain,Class,English,Ekegusii
1452,Health,PSA,"Goal-setting is subjective. It is important to create goals that make sense for you during your recovery journey. If you need assistance in creating realistic and achievable goals, reach out to your mentor, peer, or another mental health professional for guidance and tips","Kobeka ebirenga n’engana ya bene. N’egento ki engencho korosia ebirenga bikogwenerete ekero ore a se esabari y’okogwena. Onye g otagete obokonyi korosia ebirenga ebiya bigoikereka, rigia omosemia oo, oyomino, gose omomanyi onde b w’oborwaria, gose omomanyi b w’oborwaria bw’obongo omomanyi, orakoe obomanyi."
1453,Health,PSA,"Look at your family history of mental illness and addiction, several studies have shown that this disease tends to run in the family, but can be prevented. The more you are aware of your biological, environmental and physical risk factors the more likely you are to overcome them","Rigereria omogano bw'oborwaire bw'obongo amo nokonarereria ase enyomba yaino, obotuki obonge bwaorokirie ng'a oborwaire obo nigo bogotara ase enyomba, korende nabo bogotangwa. Buna okomanya mono igoro y'amang’ana aya are n’obobe ase oboibori, ase obomenyo, na ase omobere, nario oramanye enchera yokoyabua.Rigereria omogano bw'oborwaire bw'obongo amo nokonarereria ase enyomba yaino, obotuki obonge bwaorokirie ng'a oborwaire obo nigo bogotara ase enyomba, korende nabo bogotangwa. Buna okomanya mono igoro y'amang’ana aya are n’obobe ase oboibori, ase obomenyo, na ase omobere, nario oramanye enchera yokoyabua."
1454,Health,PSA,"Develop routines for nutrition, exercise, and sleep. This promotes physical and mental health, contributing to a balanced lifestyle.","Rosia chinchera chiokoragera okuya, gokora amasoesi na korara. Eye nigo egokinia oborwaria bw'omobere n'obongo, erio gosiira komenya obogima oboikeranu."
1455,Health,PSA,Expectant mothers are urged to start antenatal care visits during the first trimester of pregnancy to monitor both mother and babys health. Early check-ups help identify risks and ensure safe delivery.,"Abasubati bebwateranetie basoroirwe gochaka kogenda ekeriniki ase emetienyi emetang’ani etato y’oborito, erio korenga afya y’omwana na ng’ina"
1456,Health,PSA,Health centers are offering free iron and folic acid supplements to all pregnant women to prevent anemia and birth defects. Visit your nearest facility today.,Ebitaseni bi'obogwenia bono nkoenana bire amadini y'echuma na foliki ase abang'ina bonsi bebwateranetie erio gotanga Anemia/ogokeea kw'amanyinga omobere na gotanga oborema bw'okoiborwa. Tarera egetaseni ki'obogwenia kere ang'e naye rero.
1457,Health,PSA,All deliveries should be conducted by skilled birth attendants at health facilities. This ensures safer births and immediate care in case of complications.,Okoiborigwa kogwenerete gokoru na'bamanyi ase chinyagitari .Eye nigo ekoenekia okoiboirigwa okuya na obokonyi bwa bwango obokong'u boisa kobao
1458,Health,PSA,Mothers are advised to exclusively breastfeed their babies for the first six months without giving water or food. Breastmilk provides all the nutrients and protection a baby needs.,Abang’ina nigo bakoborigwa kogonkia abaana babo amabere ooka ase emetienyi etano nomo batari kobaa amache gose endagera. Amabere ayokogonkigwa nigo akoa omwana amadini onsi amo na oborendi atakaeire gotwara.
1459,Health,PSA,"All pregnant women are encouraged to create a birth preparedness plan including identifying a health facility, arranging transport, and saving funds.","Abakungu bonsi bebwateranetie nigo bairwe omoyo barosie omopango bwo’gochi kobiara, amo na gochora enyagitari, kobanga esafari na kogacha chibesa ."
1460,Health,PSA,"Caregivers should follow the national immunization schedule to protect children against deadly diseases such as measles, polio, and tuberculosis.","Abareri nigo bagwenerete kobwatia omoroberio bw'ense bw'echanjo erio korenda abana korwa ase amarwaire amabe buna measles, polio na Esese"
1461,Health,PSA,"For low birth weight babies, Kangaroo Mother Care  skin-to-skin contact  is recommended to regulate body temperature, improve breastfeeding, and boost survival.","Ase abana bari baiboire nechikiro chinke,Huduma ya Mama ya Kangaroo - ogokunana kw'omobere nkoganeirie erio komenta riberera riomobere,okogonka okuya, na komenta obogima."
1462,Health,PSA,"Pregnant women should seek immediate care if they experience severe headaches, swelling, blurred vision, or bleeding. These may be signs of serious complications.","Abakungu bebwateraneti mbagwenerete korigi oborendi bwa bwango ekero bagoatigu omotu ,okobimba omobere ,okoriba amaiso naboigo okorwa amanyinga. Ebi nabo birabe ebimanyererio biobokongu obonene."
1463,Health,PSA,Mothers and newborns should attend postnatal check-ups within 48 hours after birth to detect any complications and promote healthy recovery.,Abang'ina amo n'abana abake bagwenerete kogenda oborengi nyagitari chinsa 48 koru okoibora banyare korengwa erio korigia bobe bonde bwonsi na korotota okobwena kwa bwango.
1464,Health,PSA,"Pregnant women are encouraged to sleep under insecticide-treated nets and take preventive medication to avoid malaria, which poses risks to both mother and baby.","Abakungu bebwateraneti nigo bagosegetwa korara ime yechineti chirwariri goita chiumbu, na konyora amariogo yogotanga Esosera eywo ekobeka omwana na ng'ina ase abe."
1465,Health,PSA,Men are encouraged to accompany their partners to antenatal clinics and support them during pregnancy and after childbirth. Male involvement improves outcomes.,Abasacha baborigwe kogenda n'abakungu babo ase chikliniki na kobakonya ekero bebwateraneirie na ekero baiboire abana. Okoba aroro kw'abasacha nigo kogokinia amatokeo.
1466,Health,PSA,"Pregnant women should consume a balanced diet rich in iron, protein, and vitamins to support fetal development and maternal health.","Abakungu bebwateranetie mbagwenerete koria chindagera chireng’anirie, chibwate amadini y’echuma, chiproteini, amo na evitamini erio gosiira okoba buya kw’omwana ore inda, n’oborwaria bw’oborito."
1467,Health,PSA,Children aged 1 to 5 should be dewormed every six months to prevent worm infections that can lead to malnutrition and stunted growth.,"Abana b’omwaka 1 goika 5 mbagwenerete gosibigwa ebianda ase kera emetienyi etano n’omo, erio gotanga okoambokeria kw’ebianda ebio biranyare korenta enchara na ogotakina buya."
1468,Health,PSA,Caregivers are advised to keep the umbilical cord clean and dry. Do not apply substances like ash or herbs as they may cause infections.,Abareri nigo baborigwe korenda ekenyogu ki'omwana kebe ekerabu naende gekamogete. Mbabaisa goaka ebinto buna ribu gose emete yorosana ekiagera nigo birarente amarwaire
1469,Health,PSA,"Communities should educate and support adolescents to avoid early pregnancies through life skills, counseling, and access to reproductive health services.","Eamate negwenerete okegeria na gokoonya abana abasae gotanga oborito bwa mapema goetera kobaegeria obomanyi bw'obogima, obosemia, na goikera oborwari bw'oroiboro."
1470,Health,PSA,Children under five should receive vitamin A drops every six months to boost immunity and reduce child mortality.,"Abana bare nse y'emiaka etano baganerigwe konyora amadini a Vitamini A ya monu kera emetienyi etano n'omo, erio korenda ogokina kwomwana na gokei amakweri"
1471,Health,PSA,Some cultural practices during pregnancy and childbirth may endanger lives. Communities are urged to adopt evidence-based health practices.,Chingencho chinde chia kare ekero giokwebwaterani amo na okoibora nabo bikobeka amagima akong’u . Eamate yasoroirwe koegia chingencho chi’oborwaria chienekirie.
1472,Health,PSA,"Caregivers should wash hands with soap before handling babies, after changing diapers, and before feeding to prevent infections.","Abareri nigo babwenerete gosibia amaboko amo n’esabuni, batarabwata abana, ekero bakorire kobarusia ebitangachabu na ekero batarabarageria erinde gotanga chindwari."
1473,Health,PSA,Fast breathing and chest indrawing in children may signal pneumonia. Seek medical care immediately.,"Okoeyana bwango, na okong'usa egekuba gochia ime ase abana nabo korabe ekemanyererio gi’ekeuno/nimonia.
 Rigia okorwarigwa bwango."
1474,Health,PSA,Parents should register the birth of their child at the nearest civil registration office. A birth certificate secures a childs legal identity and access to services.,"Abaibori mbagwenerete korikia okoibora Kwa abana babo ase obisi ya korikia ere ang'e.
 Esatibigeti ya okoibora nigo ekorenda richiko riokomanyekana kw’omwana na konyora obokoreri."
1475,Health,PSA,Delivering at home without skilled help puts both mother and baby at risk. Always deliver at a health facility with trained personnel.,"Okoiborera nka otabwati obokonyi bw’omomanyi nigo gokobeka omwana na ng’ina ase obobe. Botambe, iborera nyagitari ase abakori emeremo abamanyi bare basomerete."
1476,Health,PSA,Pregnant women living with HIV should attend clinic early to receive antiretroviral therapy and prevent transmission to the baby.,"Abakungu abare morito, naende bamenyete na ebirusi bia HIV,nigo babwenerete gochaka ekeriniki mapema banyore amariogo ya ogokeiyia ebirusi bia Enyamoreo, na gotanga okoambokeria Omwana."
1477,Health,PSA,Pregnant women in their second trimester should receive deworming medication to improve nutrition and reduce complications.,"Abang’ina abageni nigo bakoegwa omoyo, gokwanera okobanga oroiboro amo na abakoreri na abamanyi erinde korwa ribaga risaine ase oborito erio koenekia okogwena buya ekero baiboire."
1478,Health,PSA,New mothers are encouraged to discuss family planning options with health providers to allow proper spacing of pregnancies and ensure maternal recovery.,"Abang’ina abageni baairwe omoyo, gotwara enkwanaigoro y’okobanga oroiboro amo na abakoreri b’oborwari, erio korwa ribaga risaine ase okoba morito na koenekia okogwena ekero baiboire"
1479,Health,PSA,"At six months, introduce soft, nutrient-rich foods while continuing breastfeeding. Avoid sugary snacks and ensure hygiene during feeding.","Goika emetienyi etano n’omo,,chakia endagera eng'oo ebwate amadini kogendererete kogonkia. Etange koria ebitoki bibwate Esukari enyinge na enekia obochenu engaki y’okorageria."
1480,Health,PSA,"Adolescent mothers need extra emotional, nutritional, and medical support. Communities are urged to reduce stigma and promote inclusive care.","Abang'ina abasae mbaganatie obokonyi bwa ebirengererio,endagera na oborwaria.Ebisaku biasabirwe gokeia oboiroku na gosira oborendi bwa amo."
1481,Health,PSA,Pregnant women should receive tetanus toxoid vaccination to protect themselves and their babies from neonatal tetanus.,Abasubati bebwateranetie mbaganeirie konyora esindani ya tetanus erinde koerenda amo na abana korua ase endwari eyio ya tetanus.
1482,Health,PSA,"New mothers experiencing sadness, withdrawal, or hopelessness should seek mental health support. Postpartum depression is treatable.","Abasubati bagonkirie na koigwa kobea, kobera are na abanto na gosiria ogosemeria mbabwenerete korigia obokonyi na gosiirwa ase ebirengererio.
 Oborwaire bwa ebirengererio kobwatia okogonkia nkorwarigwa bore na kogwena."
1483,Health,PSA,Regular weight checks at clinics help detect growth issues early. Caregivers are encouraged to attend monthly child welfare clinics.,"Okorengwa kwa botambe kw’oborito ase ekliniki nigo kogokonya komanya obokong'u mapema.
 Abareri babekirwe chinguru bagende ekeriniki Kia ogokina Kwa abana kera omotienyi"
1484,Health,PSA,A toll-free maternal health helpline is available for advice and emergency referrals. Dial 1195 anytime.,"Esimi ya okonyora obokonyi ase abasubati bakogonkia,nere aroro ase okoegwa obosemia na gokonywa Kwa obwango. Aka 1195 chinsa chinde chionsi"
1485,Health,PSA,"Families are encouraged to identify emergency transport options in advance, in case labor begins unexpectedly. Delays in reaching the hospital can lead to complications.","Chinyomba chiairwe omoyo korigia enchera y'obosombi mapema, Obororo Bwa okoibora kiborache mobasokano.
 Okonyorwa goika nyagitari Nabo gokoreta emechando."
1486,Health,PSA,"Mothers who express breast milk should ensure clean containers, proper refrigeration, and correct warming procedures to prevent contamination.","Abang'ina bari bagokamera abana amabere, nigo babwenerete koenekia ng'a ebinto bi'okobekerera mbisibirie, okogacha buya ase efriji na kobwatia buya erinde gotanga ogotiringa."
1487,Health,PSA,"Community maternal support groups provide peer education, emotional support, and help connect women to health services during pregnancy and postpartum.","Ebiombe bi'ogokonya abasubati ase eamate igo bikoru chisemi ase ebigori, obokonyi bw'oboremu naboigo gokonya kobeka amo abakungu na emeroberio y'eafya chingaki bare barito nonya nekero babiarire"
1488,Health,PSA,A high fever in a child could be a sign of malaria or infection. Visit the nearest clinic without delay to prevent complications.,Rikuba ritindi ase omwana nabo rirabe ekemanyererio kiesosera gose okoambokerigwa. Tarera enyomba y'oboringoria ere ange naye otari konyorwa erio otange obokong'u obwo.
1489,Health,PSA,Skin-to-skin care helps stabilize small or preterm babies and promotes weight gain and bonding.,Oborendi bwe risankwa ase risankwa rigokonya koba kwa abana abake gose abare baiboretwe chingaki chitaraika na komenta oborito n'okomanyana.
1490,Health,PSA,Postpartum women should take deworming medication to improve nutrition and milk quality.,Abakungu mbabwenerete gotumeka amariogo yogoita ebianda ekero baiboire nario barakongie endagera n'obuya bw'amabere.
1491,Health,PSA,Babies under six months get all the hydration they need from breast milk. Giving water increases infection risk.,Abana abare inse yemetienyi etano noyomo nigo bakonyora amache onsi ayare aganeirie korwa ase amabere akorwa ase abangina. Kobaa amache nigo gokomenta obokong'u bokwambokerigwa.
1492,Health,PSA,Sleeping under insecticide-treated nets protects expectant mothers and their unborn babies from malaria.,Korara ime yechineti chisibirie namariogo yogoita chinkoromba nigo chikorenda abasubati bare barito na abana babo bataraiborwa korwa ase esosera.
