PSA_ID,Domain,en,guz,source_tag,en_clean,guz_clean,len_ratio,sw_clean
2470,Security,"Criminals target livestock markets. Trade only in official markets, verify identities, and keep transaction records.","Ebibago nigo birengete echiro yetugo. Kora ebiasara nechichiro chiria chiancheire neserikari, rora nga etugo eyio nemanyekanete buya nomoneyene obo, na gacha amariko buna okogora etugona koyeonia.",,"Criminals target livestock markets. Trade only in official markets, verify identities, and keep transaction records.","Ebibago nigo birengete echiro yetugo. Kora ebiasara nechichiro chiria chiancheire neserikari, rora nga etugo eyio nemanyekanete buya nomoneyene obo, na gacha amariko buna okogora etugona koyeonia.",0.591836735,"Wahalifu wanashambulia masoko ya mifugo, wanafanya biashara katika masoko rasmi tu, wanathibitisha utambulisho wao, na wanaweka rekodi za shughuli."
2471,Security,"Ticks spread deadly diseases. Regular dipping, chemical rotation, and daily inspections protect livestock.","Amagecha nigo agotambokeri amairwaire amabe ase etugo. Koira etugo chidipu, gochenchia amariogo ase edipu, gose goyesibia ase okoyesiarera eriogo riogoita amagecha nepambu, na korigereria kera rituko nga etugo yao tebwati amagecha.",,"Ticks spread deadly diseases. Regular dipping, chemical rotation, and daily inspections protect livestock.","Amagecha nigo agotambokeri amairwaire amabe ase etugo. Koira etugo chidipu, gochenchia amariogo ase edipu, gose goyesibia ase okoyesiarera eriogo riogoita amagecha nepambu, na korigereria kera rituko nga etugo yao tebwati amagecha.",0.458874459,"Kufunika wanyama kwa ukawaida, kugeuza kemikali, na kupimwa kila siku huwalinda wanyama."
2472,Security,"Drought requires special management. Provide minerals, reduce herd size early, and conserve water.","Eguragura nego eganitie emeroberio emeikernu korenda amache, gosiarera ebimeri amache, na koa etugo amache okonywa. Karwe amache echichuba, keania obonge bwetugo yao genkioy, na gacha amache.",,"Drought requires special management. Provide minerals, reduce herd size early, and conserve water.","Eguragura nego eganitie emeroberio emeikernu korenda amache, gosiarera ebimeri amache, na koa etugo amache okonywa. Karwe amache echichuba, keania obonge bwetugo yao genkioy, na gacha amache.",0.513089005,"Utakaso unahitaji usimamizi maalum: kutoa madini, kupunguza ukubwa wa kundi mapema, na kuhifadhi maji."
2473,Security,"Proper feed storage prevents aflatoxin contamination. Keep grains dry, mold-free, and securely stored.",Kogacha endagrera buya nigo egokonya ogotabosa kwendagera.,,"Proper feed storage prevents aflatoxin contamination. Keep grains dry, mold-free, and securely stored.",Kogacha endagrera buya nigo egokonya ogotabosa kwendagera.,1.75862069,Kuhifadhi chakula kwa njia inayofaa huzuia uchafuzi wa aflatoxin.
2474,Security,Early reporting prevents outbreaks. Contact veterinary officers or the Toll-Free Animal Disease Hotline 0800721313.,Korwa eripoti bwango igoro yamarwaire gochia ase abanyagitari nigo egotanga oborwaire kwambokerana/koranda. Manyia omonyagitari bwetugo rangeria esimi eye yamorero 0800721313 otari goakana kende.,,Early reporting prevents outbreaks. Contact veterinary officers or the Toll-Free Animal Disease Hotline 0800721313.,Korwa eripoti bwango igoro yamarwaire gochia ase abanyagitari nigo egotanga oborwaire kwambokerana/koranda. Manyia omonyagitari bwetugo rangeria esimi eye yamorero 0800721313 otari goakana kende.,0.58974359,Kuwasilisha mapema huzuia maambukizi. Wasiliana na maafisa wa afya ya wanyama au simu ya simu ya simu ya wanyama isiyo na hatia 0800721313.
2475,Security,"Climate change increases animal risks. Provide shade, drainage, windbreaks, and use early warning systems.","Ogoonchoreria kwerire nigo gokogesa emechando ase atugo. Beka etugo yao inse yekiriri, emetaro yogosokia amache amachafu, chimbago gotanga embeo, na komanya bwango igoro yogoonchoreria kwerire bwebage.",,"Climate change increases animal risks. Provide shade, drainage, windbreaks, and use early warning systems.","Ogoonchoreria kwerire nigo gokogesa emechando ase atugo. Beka etugo yao inse yekiriri, emetaro yogosokia amache amachafu, chimbago gotanga embeo, na komanya bwango igoro yogoonchoreria kwerire bwebage.",0.527363184,Mabadiliko ya hali ya hewa huongeza hatari kwa wanyama.
2476,Security,"Milk safety requires hygiene. Wash udders, use clean containers, cool milk, and sell only to licensed processors.","Okogacha amere buya neganetie obochenu. Sibia enyeri nechimbere buya, beka amabere ase egento ekerabu, kendia amabere, na yaoneri bari bawete amarube yokobanchera koonia amabere boke.",,"Milk safety requires hygiene. Wash udders, use clean containers, cool milk, and sell only to licensed processors.","Okogacha amere buya neganetie obochenu. Sibia enyeri nechimbere buya, beka amabere ase egento ekerabu, kendia amabere, na yaoneri bari bawete amarube yokobanchera koonia amabere boke.",0.617486339,Usalama wa maziwa unahitaji usafi wa kiuchumi.
2477,Security,"Internal parasites reduce productivity. Deworm regularly, rotate grazing, and test fecal samples.","Ebianda nigo bikei amabere. Kae etugo yao eriogo riebianda, onchoreria ase okorisia etugo yao korwa aa gochia aaria, na pima esike yetugo yao komanya gose nere nebianda.",,"Internal parasites reduce productivity. Deworm regularly, rotate grazing, and test fecal samples.","Ebianda nigo bikei amabere. Kae etugo yao eriogo riebianda, onchoreria ase okorisia etugo yao korwa aa gochia aaria, na pima esike yetugo yao komanya gose nere nebianda.",0.573964497,"Wadudu wa ndani hupunguza ufanisi wa kazi, huondoa wadudu mara kwa mara, huzunguka malisho, na kuchunguza sampuli za uchafu."
2478,Security,"Pastoralist migrations need planning. Obtain permits, choose safe routes, and avoid conflict areas.","Okonganya korwa aa gochia aaria kwa abatugi nkoganetie emeroberio emiya. Nyora ogwancherwa gwokong'anya netugo yao, etera ase atari nemechando, kabe are korwa chingongo chiria chire neminano.",,"Pastoralist migrations need planning. Obtain permits, choose safe routes, and avoid conflict areas.","Okonganya korwa aa gochia aaria kwa abatugi nkoganetie emeroberio emiya. Nyora ogwancherwa gwokong'anya netugo yao, etera ase atari nemechando, kabe are korwa chingongo chiria chire neminano.",0.518324607,"Uhamiaji wa wachungaji unahitaji kupanga, kupata ruhusa, kuchagua njia salama, na kuepuka maeneo yenye migogoro."
2479,Security,Misuse of veterinary drugs creates resistance. Buy from licensed sources and follow prescriptions.,Koa etugo amriogo otabirie nabanyagitari betugo nigo egosaria obonyamasi bwetugo gose amariogo atari gokora egasi buya ase etugo. Gora amariogo korwa amonyagitari omoronge eriogo ribwate amalezo buya.,,Misuse of veterinary drugs creates resistance. Buy from licensed sources and follow prescriptions.,Koa etugo amriogo otabirie nabanyagitari betugo nigo egosaria obonyamasi bwetugo gose amariogo atari gokora egasi buya ase etugo. Gora amariogo korwa amonyagitari omoronge eriogo ribwate amalezo buya.,0.49,Kutumia vibaya dawa za kulevya huleta upinzani.
2480,Security,"Accurate records improve management. Track births, deaths, treatments, and vaccinations.","Amariko abwate maeleso yoboremi bwetugo yao nigo akogokonya ase emeroberio yao. Bwatia komanya chitariki chia kera etugo ekero yabiaretwe, ogokwa, buna kwarure obobwenia, na gochichancha.",,"Accurate records improve management. Track births, deaths, treatments, and vaccinations.","Amariko abwate maeleso yoboremi bwetugo yao nigo akogokonya ase emeroberio yao. Bwatia komanya chitariki chia kera etugo ekero yabiaretwe, ogokwa, buna kwarure obobwenia, na gochichancha.",0.470588235,"Rekodi sahihi huongeza usimamizi, hufuatilia kuzaliwa, vifo, matibabu, na chanjo."
2481,Security,"Beehive theft is rising. Secure apiaries, mark hives, and report suspicious buyers.","Oboibi bwemetana yechinchoke mbogendererete kogeseka. Renda buya emetana, yebeka chinamba, na manyia igoro yabagori bakengeka.",,"Beehive theft is rising. Secure apiaries, mark hives, and report suspicious buyers.","Oboibi bwemetana yechinchoke mbogendererete kogeseka. Renda buya emetana, yebeka chinamba, na manyia igoro yabagori bakengeka.",0.658730159,"Kuvunja viwanja vya nyuki, kuweka alama kwenye viwanja vya nyuki, na kuripoti wanunuzi wanaoshukiwa."
2482,Security,"Industrial pollutants harm animals. Report dumping, fence off contaminated sites, and test water.","Obochafu bokorwa ase chifakitori nigo bokorentera etugo obokongu. Karwe eripoti igoro gotuguta obochafu bwabo ase enchera etari engiya, gita aase eubochafu bogotugutwa, na pima amche komanya gose nabwate ebinyinyi.",,"Industrial pollutants harm animals. Report dumping, fence off contaminated sites, and test water.","Obochafu bokorwa ase chifakitori nigo bokorentera etugo obokongu. Karwe eripoti igoro gotuguta obochafu bwabo ase enchera etari engiya, gita aase eubochafu bogotugutwa, na pima amche komanya gose nabwate ebinyinyi.",0.453271028,"Wasambazaji wa mazingira huumiza wanyama. Ripoti ya kuharibu, uzio wa maeneo yaliyochafuliwa, na maji ya majaribio."
2483,Security,Floods kill animals and spread disease. Move herds to higher ground and disinfect pens after floods.,Omogoko omonene nigo ogoita etugo na okoranda kwendwarim yetugo. Siarera obweri eriogo motwe yemegoko.,,Floods kill animals and spread disease. Move herds to higher ground and disinfect pens after floods.,Omogoko omonene nigo ogoita etugo na okoranda kwendwarim yetugo. Siarera obweri eriogo motwe yemegoko.,0.980392157,"Mafuriko huua wanyama na kueneza magonjwa, hupeleka makundi kwenye maeneo ya juu na kuharibu magugu baada ya mafuriko."
2484,Security,Community policing reduces livestock theft. Share intelligence and support police investigations.,Oborendi bwebinyoro nogo bogokeania oboibi bwetugo. Karwe amanagana obotuki na bwatisia porisi kobeka oborendi.,,Community policing reduces livestock theft. Share intelligence and support police investigations.,Oborendi bwebinyoro nogo bogokeania oboibi bwetugo. Karwe amanagana obotuki na bwatisia porisi kobeka oborendi.,0.873873874,Polisi wa jamii hupunguza wizi wa mifugo.
2485,Security,Proper manure handling prevents disease. Compost before use and store away from water sources.,Kogacha na gotumia bobe obwoyo buya nigo kogokeania amarwaire. Karwe ribaga risaine ase eubo koguna na goonchoreria koba obwoyo omanye kobotumia na bobeke are korwa ase amache.,,Proper manure handling prevents disease. Compost before use and store away from water sources.,Kogacha na gotumia bobe obwoyo buya nigo kogokeania amarwaire. Karwe ribaga risaine ase eubo koguna na goonchoreria koba obwoyo omanye kobotumia na bobeke are korwa ase amache.,0.534090909,Kufanya kazi vizuri na uchafu huzuia magonjwa.
2486,Security,Snakes bite animals in dry seasons. Clear bushes and seek immediate treatment for bites.,Chingiti chingenda nse nkorasa chire etugo aaria chingongo chinyomo. Rabia orsana na rigia obowenia bwa bwango ase etugo yao rasirwe neng'iti engenda nse.,,Snakes bite animals in dry seasons. Clear bushes and seek immediate treatment for bites.,Chingiti chingenda nse nkorasa chire etugo aaria chingongo chinyomo. Rabia orsana na rigia obowenia bwa bwango ase etugo yao rasirwe neng'iti engenda nse.,0.571428571,"Nyoka huuma wanyama katika majira ya ukame, huondoa vichaka na kutafuta matibabu ya haraka."
2487,Security,"Poor transport harms animals. Ensure ventilation, avoid extreme heat, and inspect animals after transport.","Okobogoria etugo bobe nechirori nigo akoumisa etugo. Rora nga erori okobogoreria etugo yao nebwate ebigorero bisaine koreta embeo ime, renda nga riberera tibucha erori ime, na rigereria buya nga etugo mbuya ere magega goika ase kware koyeira.",,"Poor transport harms animals. Ensure ventilation, avoid extreme heat, and inspect animals after transport.","Okobogoria etugo bobe nechirori nigo akoumisa etugo. Rora nga erori okobogoreria etugo yao nebwate ebigorero bisaine koreta embeo ime, renda nga riberera tibucha erori ime, na rigereria buya nga etugo mbuya ere magega goika ase kware koyeira.",0.438016529,"Usafiri mbaya huumiza wanyama. Hakikisha kwamba kuna hewa ya kutosha, epuka joto kali, na ukaguzi wa wanyama baada ya usafiri."
2488,Security,"Auction yards attract criminals. Use licensed yards, verify buyers, and maintain registers.","Ase ebinto bigoakerwa omonada nigo akongusa ebibago. Akera omonada aase aitabire neserikari, rigereria buya abagori baino, na gacha buya amariko buna ogoaka omonada ebinto ebio.",,"Auction yards attract criminals. Use licensed yards, verify buyers, and maintain registers.","Ase ebinto bigoakerwa omonada nigo akongusa ebibago. Akera omonada aase aitabire neserikari, rigereria buya abagori baino, na gacha buya amariko buna ogoaka omonada ebinto ebio.",0.514124294,Viwanja vya kukodisha huvutia wahalifu.
2489,Security,Contaminated feed causes losses. Test for aflatoxins and store feed safely.,Endaera enchafu yetugo nigo ekorenta asara. Pima komanya gose engaera eyio nebwae obobosu na gacha endagera eyio buya.,,Contaminated feed causes losses. Test for aflatoxins and store feed safely.,Endaera enchafu yetugo nigo ekorenta asara. Pima komanya gose engaera eyio nebwae obobosu na gacha endagera eyio buya.,0.63559322,Chakula cha kulevya kinachosababisha hasara.
2490,Security,Large birds prey on young livestock. Use scare devices and provide sheltered pens.,Ebibaki na makotu nigo akira ebichichu buna endagera yabo. Gitera etugoyao buya na rosia ebinto binga buna omonto obogoretie enyimbo gochia igoro na koyeka aroro kogosa ebinto ebio bitgete koira etugo.,,Large birds prey on young livestock. Use scare devices and provide sheltered pens.,Ebibaki na makotu nigo akira ebichichu buna endagera yabo. Gitera etugoyao buya na rosia ebinto binga buna omonto obogoretie enyimbo gochia igoro na koyeka aroro kogosa ebinto ebio bitgete koira etugo.,0.407960199,"Ndege wakubwa huwinda wanyama wadogo, hutumia vifaa vya kuogopesha, na hutoa viota vya kuogopesha."
