PSA_ID,Domain,English,English_sw
EDU_00651,Education,Universities Fund invites youth in Garissa County to enroll for ICT skills training this February.,
EDU_00652,Education,KNEC invites youth in Mombasa County to enroll for electrical installation training this June.,
EDU_00653,Education,KUCCPS advises applicants in Murang'a County to apply for TVET placement through KUCCPS for the upcoming intake.,
EDU_00654,Education,KMTC reminds youth in Vihiga County that HELB funding is available for electrical installation training.,
EDU_00655,Education,Notice: KNEC opens a new ICT skills programme at the vocational centre in Nandi County.,
EDU_00656,Education,Notice: State Department for TVET opens a new welding and fabrication programme at the vocational centre in Mombasa County.,
EDU_00657,Education,Notice: Teachers Service Commission opens a new motor vehicle mechanics programme at the vocational centre in Tana River County.,
EDU_00658,Education,KNEC invites youth in Homa Bay County to enroll for motor vehicle mechanics training this September.,
EDU_00659,Education,TSC advises applicants in Kwale County to apply for TVET placement through KUCCPS for the upcoming intake.,
EDU_00660,Education,Notice: Teachers Service Commission opens a new catering and hospitality programme at the vocational centre in Turkana County.,
EDU_00661,Education,Notice: Kenya Institute of Curriculum Development opens a new motor vehicle mechanics programme at the vocational centre in Mandera County.,
EDU_00662,Education,Notice: KICD opens a new catering and hospitality programme at the vocational centre in Laikipia County.,
EDU_00663,Education,Kenya Institute of Curriculum Development invites youth in Nairobi County to enroll for electrical installation training this May.,
EDU_00664,Education,HELB advises applicants in Nandi County to visit the nearest vocational training centre for the upcoming intake.,
EDU_00665,Education,Ministry of Education reminds youth in Bungoma County that HELB funding is available for tailoring and design training.,
EDU_00666,Education,IEBC invites youth in Kitui County to enroll for welding and fabrication training this July.,
EDU_00667,Education,Notice: TSC opens a new motor vehicle mechanics programme at the vocational centre in Meru County.,
EDU_00668,Education,Notice: TSC opens a new electrical installation programme at the vocational centre in Mombasa County.,
EDU_00669,Education,KUCCPS advises applicants in Elgeyo-Marakwet County to visit the nearest vocational training centre for the upcoming intake.,
EDU_00670,Education,TSC advises applicants in Kisii County to register before the intake closes for the upcoming intake.,
EDU_00671,Education,State Department for Basic Education invites youth in Nakuru County to enroll for tailoring and design training this July.,
EDU_00672,Education,KICD invites youth in Kilifi County to enroll for electrical installation training this February.,
EDU_00673,Education,KICD reminds youth in Kiambu County that HELB funding is available for motor vehicle mechanics training.,
EDU_00674,Education,KUCCPS invites youth in Murang'a County to enroll for motor vehicle mechanics training this April.,
EDU_00675,Education,State Department for TVET invites youth in Nyeri County to enroll for electrical installation training this January.,
EDU_00676,Education,Notice: Kenya Institute of Curriculum Development opens a new motor vehicle mechanics programme at the vocational centre in Nyeri County.,
EDU_00677,Education,TVET reminds youth in Kirinyaga County that HELB funding is available for motor vehicle mechanics training.,
EDU_00678,Education,Notice: Universities Fund opens a new electrical installation programme at the vocational centre in Makueni County.,
EDU_00679,Education,Ministry of Education reminds youth in Kisumu County that HELB funding is available for motor vehicle mechanics training.,
EDU_00680,Education,Ministry of Education invites youth in Tana River County to enroll for motor vehicle mechanics training this August.,
